Company name,ASX code,GICS industry group
MAGELLAN HIGH CONVICTION TRUST,MHH,Not Applic
MAGGIE BEER HOLDINGS LTD,MBH,"Food, Beverage & Tobacco"
MAGMATIC RESOURCES LIMITED,MAG,Materials
MAGNETIC RESOURCES NL,MAU,Materials
MAGNETITE MINES LIMITED.,MGT,Materials
MAGNIS ENERGY TECHNOLOGIES LTD,MNS,Materials
MAGNUM MINING AND EXPLORATION LIMITED,MGU,Materials
MAGONTEC LIMITED,MGL,Materials
MAINSTREAM GROUP HOLDINGS LIMITED,MAI,Diversified Financials
MAKO GOLD LIMITED,MKG,Materials
MAMBA EXPLORATION LIMITED,M24,Materials
MANAS RESOURCES LIMITED,MSR,Materials
MANDRAKE RESOURCES LIMITED,MAN,Materials
MANHATTAN CORPORATION LIMITED,MHC,Energy
MANUKA RESOURCES LTD.,MKR,Materials
MARINER CORPORATION LIMITED,MCX,Diversified Financials
MARLEY SPOON AG,MMM,Consumer Services
MARMOTA LIMITED,MEU,Energy
MARQUEE RESOURCES LIMITED,MQR,Materials
MARVEL GOLD LIMITED,MVL,Materials
MASTERMYNE GROUP LIMITED,MYE,Materials
MATADOR MINING LIMITED,MZZ,Materials
MATRIX COMPOSITES & ENGINEERING LIMITED,MCE,Energy
MATSA RESOURCES LIMITED,MAT,Materials
MAXIMUS RESOURCES LIMITED,MXR,Materials
MAXITRANS INDUSTRIES LIMITED,MXI,Capital Goods
MAYFIELD CHILDCARE LIMITED,MFD,Consumer Services
MAYFIELD GROUP HOLDINGS LIMITED,MYG,Capital Goods
MAYNE PHARMA GROUP LIMITED,MYX,"Pharmaceuticals, Biotechnology & Life Sciences"
MAYUR RESOURCES LIMITED,MRL,Materials
MC MINING LIMITED,MCM,Energy
MCGRATH LIMITED,MEA,Real Estate
MCMILLAN SHAKESPEARE LIMITED,MMS,Commercial & Professional Services
MCP INCOME OPPORTUNITIES TRUST,MOT,Not Applic
MCP MASTER INCOME TRUST,MXT,Not Applic
MCPHERSON'S LIMITED,MCP,Household & Personal Products
MCS SERVICES LIMITED,MSG,Commercial & Professional Services
MEC RESOURCES LIMITED,MMR,Energy
MEDADVISOR LIMITED,MDR,Health Care Equipment & Services
MEDALLION METALS LIMITED.,MM8,Materials
MEDALLION TRUST SERIES 2014-1P,MPZ,Not Applic
MEDALLION TRUST SERIES 2016-1,MZF,Not Applic
MEDALLION TRUST SERIES 2016-2,MZT,Not Applic
MEDALLION TRUST SERIES 2017-1,MZ1,Not Applic
MEDALLION TRUST SERIES 2017-2,MZ2,Not Applic
MEDIBANK PRIVATE LIMITED,MPL,Insurance
MEDIBIO LIMITED,MEB,Health Care Equipment & Services
MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED,MVP,"Pharmaceuticals, Biotechnology & Life Sciences"
MEDILAND PHARM LIMITED,MPH,Retailing
MEDLAB CLINICAL LIMITED,MDC,"Pharmaceuticals, Biotechnology & Life Sciences"
MEDUSA MINING LIMITED,MML,Materials
MEGADO GOLD LIMITED,MEG,Materials
MEGAPORT LIMITED,MP1,Software & Services
MELBANA ENERGY LIMITED,MAY,Energy
MEMPHASYS LIMITED.,MEM,"Pharmaceuticals, Biotechnology & Life Sciences"
MERCANTILE INVESTMENT COMPANY LTD,MVT,Not Applic
MERCHANT HOUSE INTERNATIONAL LIMITED,MHI,Consumer Durables & Apparel
MERCURY NZ LIMITED,MCY,Utilities
MERIDIAN ENERGY LIMITED,MEZ,Utilities
MESOBLAST LIMITED,MSB,"Pharmaceuticals, Biotechnology & Life Sciences"
METAL BANK LIMITED,MBK,Materials
METAL HAWK LIMITED.,MHK,Materials
METAL TIGER PLC,MTR,Materials
METALICITY LIMITED,MCT,Materials
METALLICA MINERALS LIMITED,MLM,Materials
METALS AUSTRALIA LTD,MLS,Materials
METALS X LIMITED,MLX,Materials
METALSTECH LIMITED,MTC,Materials
METCASH LIMITED,MTS,Food & Staples Retailing
METEORIC RESOURCES NL,MEI,Materials
METGASCO LTD,MEL,Energy
METRO MINING LIMITED,MMI,Materials
METRO PERFORMANCE GLASS LIMITED,MPP,Capital Goods
MFF CAPITAL INVESTMENTS LIMITED,MFF,Not Applic
MGC PHARMACEUTICALS LTD,MXC,"Pharmaceuticals, Biotechnology & Life Sciences"
MICHAEL HILL INTERNATIONAL LIMITED,MHJ,Retailing
MICRO-X LIMITED,MX1,Health Care Equipment & Services
MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED,MAM,Diversified Financials
MIDDLE ISLAND RESOURCES LIMITED,MDI,Materials
MIDWAY LIMITED,MWY,Materials
MIGHTY CRAFT LIMITED,MCL,"Food, Beverage & Tobacco"
MIGHTY KINGDOM LIMITED,MKL,Media & Entertainment
MILLENNIUM SERVICES GROUP LIMITED,MIL,Commercial & Professional Services
MILLINIUM'S ALTERNATIVES FUND.,MAX,Not Applic
MILTON CORPORATION LIMITED,MLT,Not Applic
MINBOS RESOURCES LIMITED,MNB,Materials
MINCOR RESOURCES NL,MCR,Materials
MINDAX LIMITED,MDX,Materials
MINERAL COMMODITIES LTD,MRC,Materials
MINERAL RESOURCES LIMITED,MIN,Materials
MINOTAUR EXPLORATION LTD,MEP,Materials
MINREX RESOURCES LIMITED,MRR,Materials
MIRAMAR RESOURCES LIMITED,M2R,Class Pend
MIRRABOOKA INVESTMENTS LIMITED,MIR,Not Applic
MIRVAC GROUP,MGR,Real Estate
MITCHELL SERVICES LIMITED,MSV,Materials
MITHRIL RESOURCES LIMITED,MTH,Materials
MLG OZ LIMITED,MLG,Materials
MMA OFFSHORE LIMITED,MRM,Energy
MMJ GROUP HOLDINGS LIMITED,MMJ,Not Applic
MNC MEDIA INVESTMENT LTD,MIH,Media & Entertainment
MNF GROUP LIMITED,MNF,Telecommunication Services
MOBILICOM LIMITED,MOB,Technology Hardware & Equipment
MOHO RESOURCES LIMITED,MOH,Materials
MONADELPHOUS GROUP LIMITED,MND,Capital Goods
MONASH IVF GROUP LIMITED,MVF,Health Care Equipment & Services
MONEY3 CORPORATION LIMITED,MNY,Diversified Financials
MONEYME LIMITED,MME,Diversified Financials
MONGER GOLD LTD,MMG,Materials
MONT ROYAL RESOURCES LIMITED,MRZ,Materials
MONTEM RESOURCES LIMITED.,MR1,Class Pend
MORPHIC ETHICAL EQUITIES FUND LIMITED,MEC,Diversified Financials
MOSAIC BRANDS LIMITED,MOZ,Retailing
MOTIO LTD,MXO,Media & Entertainment
MOTORCYCLE HOLDINGS LIMITED,MTO,Retailing
MOUNT BURGESS MINING NL,MTB,Materials
MOUNT GIBSON IRON LIMITED,MGX,Materials
MOUNT RIDLEY MINES LIMITED,MRD,Materials
MPOWER GROUP LIMITED,MPR,Diversified Financials
MRG METALS LIMITED,MRQ,Materials
MSL SOLUTIONS LIMITED.,MSL,Software & Services
MSM CORPORATION INTERNATIONAL LTD,MSM,Media & Entertainment
MT MONGER RESOURCES LIMITED,MTM,Materials
MULTISTACK INTERNATIONAL LIMITED,MSI,Capital Goods
MURRAY COD AUSTRALIA LIMITED,MCA,"Food, Beverage & Tobacco"
MURRAY RIVER ORGANICS GROUP LIMITED,MRG,"Food, Beverage & Tobacco"
MUSGRAVE MINERALS LIMITED,MGV,Materials
MUSTERA PROPERTY GROUP LIMITED,MPX,Real Estate
MY FOOD BAG GROUP LIMITED,MFB,Retailing
MYANMAR METALS LIMITED,MYL,Materials
MYDEAL.COM.AU LIMITED,MYD,Retailing
MYER HOLDINGS LIMITED,MYR,Retailing
MYSTATE LIMITED,MYS,Banks
N1 HOLDINGS LIMITED,N1H,Banks
NAGAMBIE RESOURCES LIMITED,NAG,Materials
NAMOI COTTON LIMITED,NAM,Commercial & Professional Services
NANOLLOSE LIMITED,NC6,"Pharmaceuticals, Biotechnology & Life Sciences"
NANOSONICS LIMITED,NAN,Health Care Equipment & Services
NANOVEU LIMITED,NVU,Technology Hardware & Equipment
NAOS EMERGING OPPORTUNITIES COMPANY LIMITED,NCC,Not Applic
NAOS EX-50 OPPORTUNITIES COMPANY LIMITED,NAC,Not Applic
NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED,NSC,Not Applic
NATIONAL AUSTRALIA BANK LIMITED,NAB,Banks
NATIONAL HOUSING FINANCE AND INVESTMENT CORPORATION,NFI,Not Applic
NATIONAL RMBS TRUST 2012-2 SERIES 2012-2,NAH,Not Applic
NATIONAL RMBS TRUST 2015-1 SERIES 2015-1,NAJ,Not Applic
NATIONAL RMBS TRUST 2016-1,NRM,Not Applic
NATIONAL RMBS TRUST 2018-1 IN RESPECT OF SERIES 2018-1,NRO,Not Applic
NATIONAL STORAGE REIT,NSR,Real Estate
NATIONAL TYRE & WHEEL LIMITED,NTD,Retailing
NATIVE MINERAL RESOURCES HOLDINGS LIMITED,NMR,Materials
NAVARRE MINERALS LIMITED,NML,Materials
NAVIGATOR GLOBAL INVESTMENTS LIMITED,NGI,Diversified Financials
NB GLOBAL CORPORATE INCOME TRUST,NBI,Not Applic
NEARMAP LTD,NEA,Software & Services
NELSON RESOURCES LIMITED.,NES,Materials
NEOMETALS LTD,NMT,Materials
NETCCENTRIC LIMITED,NCL,Media & Entertainment
NETLINKZ LIMITED,NET,Software & Services
NETWEALTH GROUP LIMITED,NWL,Diversified Financials
NEUREN PHARMACEUTICALS LIMITED,NEU,"Pharmaceuticals, Biotechnology & Life Sciences"
NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD,NSB,"Pharmaceuticals, Biotechnology & Life Sciences"
NEUROTECH INTERNATIONAL LIMITED,NTI,Health Care Equipment & Services
NEW AGE EXPLORATION LIMITED,NAE,Energy
NEW CENTURY RESOURCES LIMITED,NCZ,Materials
NEW ENERGY MINERALS LTD,NXE,Materials
NEW ENERGY SOLAR LIMITED,NEW,Utilities
NEW HOPE CORPORATION LIMITED,NHC,Energy
NEW SOUTH WALES TREASURY CORPORATION,XNC,Not Applic
NEW STANDARD ENERGY LIMITED,NSE,Energy
NEW TALISMAN GOLD MINES LIMITED,NTL,Materials
NEW WORLD RESOURCES LIMITED,NWC,Materials
NEW ZEALAND COASTAL SEAFOODS LIMITED,NZS,"Food, Beverage & Tobacco"
NEW ZEALAND KING SALMON INVESTMENTS LIMITED,NZK,"Food, Beverage & Tobacco"
NEW ZEALAND OIL & GAS LIMITED,NZO,Energy
NEWCREST MINING LIMITED,NCM,Materials
NEWFIELD RESOURCES LIMITED,NWF,Materials
NEWPEAK METALS LIMITED,NPM,Materials
NEWS CORPORATION..,NWS,Media & Entertainment
NEX METALS EXPLORATION LIMITED,NME,Materials
NEXGEN ENERGY (CANADA) LTD,NXG,Energy
NEXION GROUP LTD,NNG,Software & Services
NEXT SCIENCE LIMITED,NXS,Health Care Equipment & Services
NEXTDC LIMITED,NXT,Software & Services
NEXUS MINERALS LIMITED,NXM,Materials
NGE CAPITAL LIMITED,NGE,Not Applic
NIB HOLDINGS LIMITED,NHF,Insurance
NICK SCALI LIMITED,NCK,Retailing
NICKEL MINES LIMITED,NIC,Materials
NICKELX LIMITED,NKL,Materials
NINE ENTERTAINMENT CO. HOLDINGS LIMITED,NEC,Media & Entertainment
NITRO SOFTWARE LIMITED,NTO,Software & Services
NOBLEOAK LIFE LIMITED,NOL,Class Pend
NORDIC INVESTMENT BANK,NIB,Not Applic
NORONEX LIMITED,NRX,Materials
NORTH STAWELL MINERALS LTD,NSM,Class Pend
NORTHERN MINERALS LIMITED,NTU,Materials
NORTHERN STAR RESOURCES LTD,NST,Materials
NORWEST ENERGY NL,NWE,Energy
NORWEST MINERALS LIMITED,NWM,Materials
NORWOOD SYSTEMS LIMITED,NOR,Software & Services
NOVA EYE MEDICAL LIMITED,EYE,Health Care Equipment & Services
NOVA MINERALS LIMITED,NVA,Materials
NOVATTI GROUP LIMITED,NOV,Software & Services
NOVONIX LIMITED,NVX,Technology Hardware & Equipment
NOXOPHARM LIMITED,NOX,"Pharmaceuticals, Biotechnology & Life Sciences"
NRW HOLDINGS LIMITED,NWH,Capital Goods
NSX LIMITED,NSX,Diversified Financials
NUCHEV LIMITED,NUC,"Food, Beverage & Tobacco"
NUCOAL RESOURCES LIMITED,NCR,Materials
NUENERGY GAS LIMITED,NGY,Energy
NUFARM FINANCE (NZ) LIMITED,NFN,Not Applic
NUFARM LIMITED,NUF,Materials
NUHEARA LIMITED,NUH,Technology Hardware & Equipment
NUIX LIMITED,NXL,Software & Services
NUSANTARA RESOURCES LIMITED,NUS,Materials
NUTRITIONAL GROWTH SOLUTIONS LTD,NGS,Household & Personal Products
NYRADA INC.,NYR,"Pharmaceuticals, Biotechnology & Life Sciences"
NZME LIMITED,NZM,Media & Entertainment
OAKAJEE CORPORATION LIMITED,OKJ,Materials
OAKRIDGE INTERNATIONAL LIMITED,OAK,Software & Services
OAR RESOURCES LIMITED,OAR,Materials
OBJECTIVE CORPORATION LIMITED,OCL,Software & Services
OCEAN GROWN ABALONE LIMITED,OGA,"Food, Beverage & Tobacco"
OCEANAGOLD CORPORATION,OGC,Materials
OCEANIA HEALTHCARE LIMITED,OCA,Health Care Equipment & Services
OCTANEX LIMITED,OXX,Energy
ODIN METALS LIMITED,ODM,Materials
ODYSSEY GOLD LTD,ODY,Materials
OFX GROUP LIMITED,OFX,Diversified Financials
OIL SEARCH LIMITED,OSH,Energy
OILEX LTD,OEX,Energy
OKAPI RESOURCES LIMITED,OKR,Materials
OKLO RESOURCES LIMITED,OKU,Materials
OLDFIELDS HOLDINGS LIMITED,OLH,Capital Goods
OLIVER'S REAL FOOD LIMITED,OLI,Consumer Services
OM HOLDINGS LIMITED,OMH,Materials
OMNI BRIDGEWAY LIMITED,OBL,Diversified Financials
ONCOSIL MEDICAL LTD,OSL,"Pharmaceuticals, Biotechnology & Life Sciences"
ONEVIEW HEALTHCARE PLC,ONE,Health Care Equipment & Services
OOH!MEDIA LIMITED,OML,Media & Entertainment
OOKAMI LIMITED,OOK,Software & Services
OPENLEARNING LIMITED,OLL,Software & Services
OPENN NEGOTIATION LIMITED,OPN,Class Pend
OPENPAY GROUP LTD,OPY,Diversified Financials
OPHIR HIGH CONVICTION FUND,OPH,Not Applic
OPTHEA LIMITED,OPT,"Pharmaceuticals, Biotechnology & Life Sciences"
OPTISCAN IMAGING LIMITED,OIL,Health Care Equipment & Services
OPYL LIMITED,OPL,Software & Services
ORA BANDA MINING LTD,OBM,Materials
ORA GOLD LIMITED,OAU,Materials
ORBITAL CORPORATION LIMITED,OEC,Capital Goods
ORCODA LIMITED,ODA,Software & Services
ORDINARY (UNLISTED/LISTED - COSACS),ZOR,Not Applic
ORECORP LIMITED,ORR,Materials
ORICA LIMITED,ORI,Materials
ORIGIN ENERGY LIMITED,ORG,Energy
ORION EQUITIES LIMITED,OEQ,Diversified Financials
ORION METALS LIMITED,ORM,Materials
ORION MINERALS LTD,ORN,Materials
ORMINEX LTD,ONX,Materials
OROCOBRE LIMITED,ORE,Materials
ORORA LIMITED,ORA,Materials
ORTHOCELL LIMITED,OCC,"Pharmaceuticals, Biotechnology & Life Sciences"
OSPREY MEDICAL INC,OSP,Health Care Equipment & Services
OSTEOPORE LIMITED,OSX,Health Care Equipment & Services
OTTO ENERGY LIMITED,OEL,Energy
OVATO LIMITED,OVT,Commercial & Professional Services
OVENTUS MEDICAL LIMITED,OVN,Health Care Equipment & Services
OVER THE WIRE HOLDINGS LIMITED,OTW,Software & Services
OZ MINERALS LIMITED,OZL,Materials
OZAURUM RESOURCES LIMITED,OZM,Materials
OZGROWTH LIMITED,OZG,Not Applic
OZZ RESOURCES LIMITED,OZZ,Materials
PACGOLD LIMITED,PGO,Materials
PACIFIC AMERICAN HOLDINGS LIMITED,PAK,Materials
PACIFIC BAUXITE LIMITED,PBX,Materials
PACIFIC CURRENT GROUP LIMITED,PAC,Diversified Financials
PACIFIC NICKEL MINES LIMITED,PNM,Materials
PACIFIC SMILES GROUP LIMITED,PSQ,Health Care Equipment & Services
PACT GROUP HOLDINGS LTD,PGH,Materials
PAINCHEK LTD,PCK,Health Care Equipment & Services
PALADIN ENERGY LTD,PDN,Energy
PALLA PHARMA LIMITED,PAL,"Pharmaceuticals, Biotechnology & Life Sciences"
PAN ASIA METALS LIMITED,PAM,Materials
PANCONTINENTAL OIL & GAS NL,PCL,Energy
PANORAMIC RESOURCES LIMITED,PAN,Materials
PANTERA MINERALS LIMITED,PFE,Materials
PANTORO LIMITED,PNR,Materials
PAPYRUS AUSTRALIA LIMITED,PPY,Materials
PARADIGM BIOPHARMACEUTICALS LIMITED..,PAR,"Pharmaceuticals, Biotechnology & Life Sciences"
PARAGON CARE LIMITED,PGC,Health Care Equipment & Services
PARINGA RESOURCES LIMITED,PNL,Energy
PARKD LTD,PKD,Commercial & Professional Services
PARKWAY MINERALS NL,PWN,Materials
PARTNERS GROUP GLOBAL INCOME FUND,PGG,Not Applic
PATERSON RESOURCES LTD,PSL,Materials
PATHFINDER RESOURCES LTD,PF1,Materials
PATRYS LIMITED,PAB,"Pharmaceuticals, Biotechnology & Life Sciences"
PAYGROUP LIMITED,PYG,Software & Services
PAYRIGHT LIMITED,PYR,Diversified Financials
PEAK MINERALS LIMITED,PUA,Materials
PEAK RESOURCES LIMITED,PEK,Materials
PEAKO LIMITED,PKO,Materials
PEARL GLOBAL LIMITED,PG1,Commercial & Professional Services
PEEL MINING LIMITED,PEX,Materials
PEET LIMITED,PPC,Real Estate
PENDAL GROUP LIMITED,PDL,Diversified Financials
PENGANA CAPITAL GROUP LIMITED,PCG,Diversified Financials
PENGANA INTERNATIONAL EQUITIES LIMITED,PIA,Not Applic
PENGANA PRIVATE EQUITY TRUST,PE1,Not Applic
PENINSULA ENERGY LIMITED,PEN,Energy
PENTAL LIMITED,PTL,Household & Personal Products
PENTANET LIMITED,5GG,Telecommunication Services
PEOPLE INFRASTRUCTURE LTD,PPE,Commercial & Professional Services
PEPINNINI MINERALS LIMITED,PNN,Materials
PEPPER I-PRIME 2017-3 TRUST,PEP,Not Applic
PEPPER MONEY LIMITED,PPM,Banks
PEPPER RESIDENTIAL SECURITIES TRUST NO 22,PEU,Not Applic
PEPPER RESIDENTIAL SECURITIES TRUST NO. 20,PER,Not Applic
PEPPER RESIDENTIAL SECURITIES TRUST NO. 21,PES,Not Applic
PEPPER RESIDENTIAL SECURITIES TRUST NO. 23,PU1,Not Applic
PEPPER RESIDENTIAL SECURITIES TRUST NO.28,PEV,Not Applic
PEPPER SPARKZ TRUST NO. 2,PU3,Not Applic
PEPPER SPARKZ TRUST NO.1,PUS,Not Applic
PEPPER SPARKZ TRUST NO.3,PU4,Not Applic
PEPPERMINT INNOVATION LIMITED,PIL,Software & Services
PEREGRINE GOLD LTD,PGD,Materials
PERENTI GLOBAL LIMITED,PRN,Materials
PERPETUAL CREDIT INCOME TRUST,PCI,Not Applic
PERPETUAL EQUITY INVESTMENT COMPANY LIMITED,PIC,Not Applic
PERPETUAL LIMITED,PPT,Diversified Financials
PERPETUAL RESOURCES LIMITED,PEC,Materials
PERSEUS MINING LIMITED,PRU,Materials
PETER WARREN AUTOMOTIVE HOLDINGS LIMITED,PWR,Retailing
PETRATHERM LTD,PTR,Materials
PETSEC ENERGY LIMITED,PSA,Energy
PEXA GROUP LIMITED,PXA,Real Estate
PHARMAUST LIMITED,PAA,"Pharmaceuticals, Biotechnology & Life Sciences"
PHARMAXIS LTD,PXS,"Pharmaceuticals, Biotechnology & Life Sciences"
PHOSLOCK ENVIRONMENTAL TECHNOLOGIES LIMITED,PET,Commercial & Professional Services
PIEDMONT LITHIUM INC.,PLL,Materials
PILBARA MINERALS LIMITED,PLS,Materials
PILOT ENERGY LIMITED,PGY,Energy
PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED,PNI,Diversified Financials
PIONEER CREDIT LIMITED,PNC,Diversified Financials
PIVOTAL SYSTEMS CORPORATION,PVS,Semiconductors & Semiconductor Equipment
PKS HOLDINGS LIMITED,PKS,Health Care Equipment & Services
PLACES FOR PEOPLE TREASURY PLC,PPZ,Not Applic
PLATINA RESOURCES LIMITED,PGM,Materials
PLATINUM ASIA INVESTMENTS LIMITED,PAI,Not Applic
PLATINUM ASSET MANAGEMENT LIMITED,PTM,Diversified Financials
PLATINUM CAPITAL LIMITED,PMC,Not Applic
PLATO INCOME MAXIMISER LIMITED.,PL8,Not Applic
PLAYSIDE STUDIOS LIMITED,PLY,Media & Entertainment
PLENTI GROUP LIMITED,PLT,Diversified Financials
PLEXURE GROUP LIMITED,PX1,Software & Services
PM CAPITAL ASIAN OPPORTUNITIES FUND LIMITED,PAF,Not Applic
PM CAPITAL GLOBAL OPPORTUNITIES FUND LIMITED,PGF,Not Applic
PNX METALS LIMITED,PNX,Materials
PO VALLEY ENERGY LIMITED,PVE,Energy
PODIUM MINERALS LIMITED,POD,Materials
POINTERRA LIMITED,3DP,Software & Services
POINTSBET HOLDINGS LIMITED,PBH,Consumer Services
POLARX LIMITED,PXX,Materials
POLYMETALS RESOURCES LTD,POL,Class Pend
POLYNOVO LIMITED,PNV,Health Care Equipment & Services
POSEIDON NICKEL LIMITED,POS,Materials
POWERHOUSE VENTURES LIMITED,PVL,Diversified Financials
PPK GROUP LIMITED,PPK,Capital Goods
PRAEMIUM LIMITED,PPS,Software & Services
PRAIRIE MINING LIMITED,PDZ,Materials
PREDICTIVE DISCOVERY LIMITED,PDI,Materials
PREMIER INVESTMENTS LIMITED,PMV,Retailing
PRESCIENT THERAPEUTICS LIMITED,PTX,"Pharmaceuticals, Biotechnology & Life Sciences"
PRIME FINANCIAL GROUP LIMITED,PFG,Diversified Financials
PRIME MEDIA GROUP LIMITED,PRT,Media & Entertainment
PRO MEDICUS LIMITED,PME,Health Care Equipment & Services
PRO-PAC PACKAGING LIMITED,PPG,Materials
PROBIOTEC LIMITED,PBP,"Pharmaceuticals, Biotechnology & Life Sciences"
PRODIGY GOLD NL,PRX,Materials
PROGRESS 2017-2 TRUST,POT,Not Applic
PROGRESS 2018-1 TRUST,POV,Not Applic
PROGRESS 2019-1 TRUST,POX,Not Applic
PROGRESS 2020-1 TRUST,POA,Not Applic
PROMINENCE ENERGY LIMITED,PRM,Energy
PROPEL FUNERAL PARTNERS LIMITED,PFP,Consumer Services
PROPELL HOLDINGS LIMITED,PHL,Diversified Financials
PROPERTY CONNECT HOLDINGS LIMITED,PCH,Media & Entertainment
PROPHECY INTERNATIONAL HOLDINGS LIMITED,PRO,Software & Services
PROPTECH GROUP LIMITED,PTG,Software & Services
PROSPA GROUP LIMITED.,PGL,Diversified Financials
PROSPECH LIMITED.,PRS,Materials
PROSPECT RESOURCES LIMITED,PSC,Materials
PROTEAN ENERGY LIMITED,POW,Capital Goods
PROTEOMICS INTERNATIONAL LABORATORIES LTD,PIQ,"Pharmaceuticals, Biotechnology & Life Sciences"
PROVINCE RESOURCES LTD,PRL,Materials
PSC INSURANCE GROUP LIMITED,PSI,Insurance
PTB GROUP LIMITED,PTB,Capital Goods
PUMA MASTERFUND P-16,PUB,Not Applic
PUMA SERIES 2013-1,PUJ,Not Applic
PUMA SERIES 2014-1,PUK,Not Applic
PUMA SERIES 2014-2,PUO,Not Applic
PUMA SERIES 2014-4P,PUQ,Not Applic
PUMA SERIES 2015-1,PUU,Not Applic
PUMA SERIES 2017-1,PUZ,Not Applic
PUMA SERIES 2019-1,PU2,Not Applic
PURE FOODS TASMANIA LIMITED,PFT,"Food, Beverage & Tobacco"
PURE HYDROGEN CORPORATION LIMITED,PH2,Energy
PUREPROFILE LTD,PPL,Media & Entertainment
PURIFLOH LIMITED,PO3,Utilities
PURSUIT MINERALS LTD,PUR,Materials
PUSHPAY HOLDINGS LIMITED,PPH,Software & Services
PVW RESOURCES LIMITED,PVW,Materials
PWR HOLDINGS LIMITED,PWH,Automobiles & Components
PYC THERAPEUTICS LIMITED,PYC,"Pharmaceuticals, Biotechnology & Life Sciences"
Q TECHNOLOGY GROUP LIMITED,QTG,Technology Hardware & Equipment
QANTAS AIRWAYS LIMITED,QAN,Transportation
QANTM INTELLECTUAL PROPERTY LIMITED,QIP,Commercial & Professional Services
QBE INSURANCE GROUP LIMITED,QBE,Insurance
QEM LIMITED,QEM,Materials
QMINES LIMITED,QML,Materials
QNB FINANCE LTD,QNB,Not Applic
QUALITAS REAL ESTATE INCOME FUND,QRI,Not Applic
QUANTUM GRAPHITE LIMITED,QGL,Materials
QUANTUM HEALTH GROUP LIMITED,QTM,Health Care Equipment & Services
QUBE HOLDINGS LIMITED,QUB,Transportation
QUEENSLAND PACIFIC METALS LIMITED,QPM,Materials
QUEENSLAND TREASURY CORPORATION,XQL,Not Applic
QUESTE COMMUNICATIONS LIMITED,QUE,Diversified Financials
QUICKFEE LIMITED,QFE,Diversified Financials
QUICKSTEP HOLDINGS LIMITED,QHL,Capital Goods
QV EQUITIES LIMITED,QVE,Not Applic
QX RESOURCES LIMITED,QXR,Materials
R3D RESOURCES LIMITED,R3D,Media & Entertainment
RACE ONCOLOGY LTD,RAC,"Pharmaceuticals, Biotechnology & Life Sciences"
RAFAELLA RESOURCES LTD.,RFR,Materials
RAGNAR METALS LIMITED,RAG,Materials
RAGUSA MINERALS LTD,RAS,Diversified Financials
RAIDEN RESOURCES LIMITED,RDN,Materials
RAIZ INVEST LIMITED,RZI,Diversified Financials
RAMELIUS RESOURCES LIMITED,RMS,Materials
RAMSAY HEALTH CARE LIMITED,RHC,Health Care Equipment & Services
RAND MINING LIMITED,RND,Materials
RANGE INTERNATIONAL LIMITED,RAN,Materials
RAPTIS GROUP LIMITED,RPG,Real Estate
RAREX LIMITED,REE,Materials
RBR GROUP LIMITED,RBR,Materials
REA GROUP LTD,REA,Media & Entertainment
READCLOUD LIMITED,RCL,Software & Services
READYTECH HOLDINGS LIMITED,RDY,Software & Services
RECCE PHARMACEUTICALS LTD,RCE,"Pharmaceuticals, Biotechnology & Life Sciences"
RECKON LIMITED,RKN,Software & Services
RECTIFIER TECHNOLOGIES LTD,RFT,Capital Goods
RED 5 LIMITED,RED,Materials
RED HILL IRON LIMITED,RHI,Materials
RED METAL LIMITED,RDM,Materials
RED MOUNTAIN MINING LIMITED,RMX,Materials
RED RIVER RESOURCES LIMITED,RVR,Materials
RED SKY ENERGY LIMITED.,ROG,Energy
REDBANK COPPER LIMITED,RCP,Materials
REDBUBBLE LIMITED,RBL,Retailing
REDCAPE HOTEL GROUP,RDC,Consumer Services
REDFLOW LIMITED,RFX,Capital Goods
REDHILL EDUCATION LIMITED,RDH,Consumer Services
REDSTONE RESOURCES LIMITED,RDS,Materials
REECE LIMITED,REH,Capital Goods
REEDY LAGOON CORPORATION LIMITED,RLC,Materials
REEF CASINO TRUST,RCT,Consumer Services
REGAL INVESTMENT FUND,RF1,Not Applic
REGENEUS LTD,RGS,"Pharmaceuticals, Biotechnology & Life Sciences"
REGIONAL EXPRESS HOLDINGS LIMITED,REX,Transportation
REGIS HEALTHCARE LIMITED,REG,Health Care Equipment & Services
REGIS RESOURCES LIMITED,RRL,Materials
REGISTRY DIRECT LIMITED,RD1,Software & Services
RELIANCE WORLDWIDE CORPORATION LIMITED,RWC,Capital Goods
RENASCOR RESOURCES LIMITED,RNU,Energy
RENEGADE EXPLORATION LIMITED,RNX,Materials
RENERGEN LIMITED,RLT,Energy
RENT.COM.AU LIMITED,RNT,Media & Entertainment
RENU ENERGY LIMITED,RNE,Utilities
RESAPP HEALTH LIMITED,RAP,Health Care Equipment & Services
RESIMAC BASTILLE TRUST IN RESPECT OF RESIMAC SERIES 2018-1NC,RTD,Not Applic
RESIMAC BASTILLE TRUST SERIES 2017-1NC,RT9,Not Applic
RESIMAC GROUP LTD,RMC,Banks
RESIMAC PREMIER SERIES 2020-1,RA2,Not Applic
RESIMAC PREMIER SERIES 2020-2,RA1,Not Applic
